SERIALNO,PWGTP,AGEP,RELP,SCHG,SEX,WKHP,ESR,PINCP
2.01E+12,11,59,0,0,1,40,1,20700
2.01E+12,13,84,0,0,2,0,6,25700
2.01E+12,17,74,0,0,2,0,6,18400
2.01E+12,14,75,1,0,1,0,6,3000
2.01E+12,19,41,0,0,1,40,1,25800
2.01E+12,26,41,1,0,2,64,1,20000
2.01E+12,24,15,2,5,1,0,0,0
2.01E+12,23,15,2,5,1,0,0,0
2.01E+12,24,12,2,4,1,0,0,0
2.01E+12,37,0,2,0,2,0,0,0
2.01E+12,12,47,0,0,2,14,1,10000
2.01E+12,20,50,1,0,1,40,1,91100
2.01E+12,5,62,0,0,1,0,6,46900
2.01E+12,4,61,1,0,2,0,6,17600
2.01E+12,10,36,0,0,2,70,6,3000
2.01E+12,7,37,1,0,1,32,1,19000
2.01E+12,10,9,2,3,2,0,0,0
2.01E+12,10,6,2,3,2,0,0,0
2.01E+12,16,22,7,0,1,40,1,29100
2.01E+12,10,37,12,0,2,0,3,10600
2.01E+12,11,14,12,5,2,0,0,0
2.01E+12,8,8,12,4,1,0,0,0
2.01E+12,11,6,12,3,2,0,0,0
2.01E+12,9,1,12,0,2,0,0,0
2.01E+12,14,28,0,0,1,40,1,60000
2.01E+12,20,27,1,0,2,20,1,30000
2.01E+12,18,6,2,0,2,0,0,0
2.01E+12,15,3,2,0,2,0,0,0
2.01E+12,20,0,2,0,1,0,0,0
2.01E+12,13,86,0,0,2,0,6,10800
2.01E+12,8,30,0,6,1,40,6,8200
2.01E+12,3,61,0,0,2,20,1,16000
2.01E+12,9,55,12,0,2,40,1,11000
2.01E+12,17,43,0,0,1,40,1,60000
2.01E+12,27,19,14,6,1,14,3,1200
2.01E+12,59,21,0,0,1,45,1,36500
2.01E+12,56,22,9,0,1,50,1,70000
2.01E+12,57,21,9,0,1,40,1,9000
2.01E+12,57,20,9,6,1,30,1,9000
2.01E+12,11,57,13,0,2,0,6,0
2.01E+12,10,39,0,7,1,40,1,60500
2.01E+12,13,38,1,0,2,4,1,5000
2.01E+12,11,9,2,3,1,0,0,0
2.01E+12,15,6,2,2,2,0,0,0
2.01E+12,11,65,0,0,1,0,6,16700
2.01E+12,10,63,3,0,2,0,6,16800
2.01E+12,13,74,0,0,2,40,1,29500
2.01E+12,71,28,0,0,2,35,1,24600
2.01E+12,68,7,2,3,1,0,0,0
2.01E+12,69,6,2,3,1,0,0,0
2.01E+12,93,25,10,0,1,40,1,29500
2.01E+12,4,41,0,0,1,40,1,37500
2.01E+12,5,37,1,0,2,20,1,12000
2.01E+12,4,9,2,3,1,0,0,0
2.01E+12,6,3,2,0,1,0,0,0
2.01E+12,17,82,0,0,2,0,6,11200
2.01E+12,18,86,10,0,1,0,6,15000
2.01E+12,61,55,0,0,2,0,6,0
2.01E+12,58,57,1,0,1,40,3,31600
2.01E+12,16,80,0,0,1,0,6,33800
2.01E+12,16,80,1,0,2,0,6,26100
2.01E+12,5,65,0,0,1,3,1,69100
2.01E+12,13,41,13,0,1,0,6,3300
2.01E+12,4,70,0,0,1,0,6,27000
2.01E+12,3,67,1,0,2,23,1,15400
2.01E+12,15,44,0,0,2,24,1,14400
2.01E+12,14,64,1,0,1,40,1,91000
2.01E+12,11,47,0,0,1,30,1,6000
2.01E+12,20,35,1,0,2,18,1,630
2.01E+12,17,15,2,4,1,0,0,0
2.01E+12,24,11,2,4,2,0,0,0
2.01E+12,19,5,2,0,1,0,0,0
2.01E+12,10,22,7,0,1,40,1,20000
2.01E+12,22,18,14,6,2,20,6,1200
2.01E+12,50,21,0,6,1,40,6,15000
2.01E+12,47,24,9,6,1,7,1,700
2.01E+12,47,21,9,6,1,40,6,2000
2.01E+12,48,20,9,6,1,0,6,0
2.01E+12,11,54,0,0,2,12,1,8500
2.01E+12,11,55,1,0,1,40,1,60000
2.01E+12,10,18,2,0,2,2,6,300
2.01E+12,3,73,0,0,1,0,6,20000
2.01E+12,3,65,1,0,2,0,6,8400
2.01E+12,19,25,0,0,1,60,1,32000
2.01E+12,15,25,1,6,2,15,1,9000
2.01E+12,17,25,9,0,1,50,1,20000
2.01E+12,26,49,0,0,2,30,1,20000
2.01E+12,53,20,2,0,2,40,1,5000
2.01E+12,17,18,2,0,1,10,1,5000
2.01E+12,62,21,0,0,2,40,2,21600
2.01E+12,36,3,2,0,2,0,0,0
2.01E+12,25,25,0,6,1,35,1,30000
2.01E+12,11,84,0,0,1,0,6,17000
2.01E+12,11,79,1,0,2,0,6,15400
2.01E+12,5,35,0,0,2,39,1,28300
2.01E+12,5,37,1,0,1,40,3,22400
2.01E+12,7,12,2,4,1,0,0,0
2.01E+12,7,10,2,4,2,0,0,0
2.01E+12,7,8,2,3,1,0,0,0
2.01E+12,4,75,0,0,2,0,6,23800
2.01E+12,4,48,2,0,1,0,6,7500
2.01E+12,7,51,6,0,2,0,6,3760
2.01E+12,5,64,0,0,1,0,6,43300
2.01E+12,6,66,1,0,2,0,6,20700
2.01E+12,13,68,0,0,1,0,6,53300
2.01E+12,14,67,1,0,2,0,6,19100
2.01E+12,10,35,2,0,2,0,6,8250
2.01E+12,12,46,0,0,2,40,1,35000
2.01E+12,12,50,1,0,1,40,1,28000
2.01E+12,21,24,0,6,2,36,1,23000
2.01E+12,25,26,9,0,2,40,1,22500
2.01E+12,19,83,0,0,1,0,6,24600
2.01E+12,19,81,1,0,2,0,6,5600
2.01E+12,9,37,0,0,1,40,1,55300
2.01E+12,8,36,1,0,2,5,1,5200
2.01E+12,15,3,2,0,1,0,0,0
2.01E+12,12,3,2,0,2,0,0,0
2.01E+12,53,80,0,0,2,0,6,18000
2.01E+12,22,22,0,6,2,20,1,7000
2.01E+12,10,25,8,0,1,50,1,34000
2.01E+12,12,25,8,0,1,40,1,22000
2.01E+12,24,23,9,0,1,40,1,27000
2.01E+12,23,65,0,0,2,7,1,28600
2.01E+12,23,69,1,0,1,5,6,30700
2.01E+12,14,47,0,0,2,20,1,9500
2.01E+12,17,45,1,0,1,0,6,0
2.01E+12,17,13,2,4,1,0,0,0
2.01E+12,21,11,2,4,2,0,0,0
2.01E+12,7,18,0,6,1,40,1,26500
2.01E+12,5,19,8,6,1,85,6,3500
2.01E+12,11,36,0,0,1,42,1,60000
2.01E+12,5,70,0,0,1,0,6,16300
2.01E+12,5,66,10,0,2,0,6,18000
2.01E+12,20,69,0,0,2,0,6,14500
2.01E+12,13,37,0,0,1,40,3,101700
2.01E+12,12,37,1,0,2,32,1,-2600
2.01E+12,15,11,2,4,2,0,0,0
2.01E+12,16,9,2,3,1,0,0,0
2.01E+12,14,73,0,0,1,0,6,18000
2.01E+12,14,68,1,0,2,0,6,5000
2.01E+12,12,21,5,0,1,20,1,600
2.01E+12,27,21,0,6,1,37,1,12300
2.01E+12,22,43,0,0,2,20,1,14000
2.01E+12,20,15,2,5,1,0,0,0
2.01E+12,2,38,0,0,1,42,1,54050
2.01E+12,5,31,1,0,2,25,1,12050
2.01E+12,3,13,2,4,2,0,0,0
2.01E+12,3,6,2,3,2,0,0,0
2.01E+12,4,1,2,0,1,0,0,0
2.01E+12,14,19,0,6,2,20,1,980
2.01E+12,14,19,9,6,2,10,6,400
2.01E+12,14,19,9,6,2,0,6,3000
2.01E+12,23,70,0,0,1,0,6,42000
2.01E+12,26,69,1,0,2,15,1,13000
2.01E+12,21,50,0,0,1,20,6,20000
2.01E+12,21,54,9,0,2,0,6,3400
2.01E+12,22,24,0,7,2,0,6,0
2.01E+12,21,21,9,6,2,0,6,0
2.01E+12,31,19,14,6,1,10,1,1400
2.01E+12,13,38,0,0,1,40,1,25000
2.01E+12,18,37,1,0,2,0,6,0
2.01E+12,14,13,2,4,1,0,0,0
2.01E+12,15,11,2,4,1,0,0,0
2.01E+12,15,9,2,3,1,0,0,0
2.01E+12,15,6,2,0,1,0,0,0
2.01E+12,17,4,2,1,2,0,0,0
2.01E+12,20,0,2,0,1,0,0,0
2.01E+12,19,18,14,6,2,30,6,2400
2.01E+12,14,43,0,0,1,45,1,89000
2.01E+12,19,41,1,0,2,24,1,38500
2.01E+12,15,8,2,3,1,0,0,0
2.01E+12,21,4,2,1,1,0,0,0
2.01E+12,16,37,0,6,2,4,1,1800
2.01E+12,10,16,2,5,1,0,6,0
2.01E+12,18,14,2,5,2,0,0,0
2.01E+12,13,12,2,4,1,0,0,0
2.01E+12,15,93,0,0,2,0,6,20400
2.01E+12,11,42,0,0,1,40,1,65000
2.01E+12,11,37,1,0,2,40,1,25000
2.01E+12,14,55,0,0,1,0,6,9800
2.01E+12,8,54,0,0,2,33,1,23800
2.01E+12,8,28,2,0,2,0,6,7600
2.01E+12,10,56,10,0,1,40,3,11100
2.01E+12,17,65,0,0,2,40,3,33600
2.01E+12,25,55,1,0,1,45,1,43400
2.01E+12,12,55,0,0,1,40,1,66400
2.01E+12,15,53,1,0,2,40,1,52000
2.01E+12,22,25,0,0,2,0,3,0
2.01E+12,29,28,1,0,1,40,1,81900
2.01E+12,22,2,2,0,2,0,0,0
2.01E+12,20,73,0,0,2,0,6,26600
2.01E+12,12,76,1,0,1,0,6,77600
2.01E+12,25,89,14,0,2,0,6,14400
2.01E+12,19,29,0,0,2,0,6,0
2.01E+12,24,27,1,0,1,40,1,32000
2.01E+12,16,7,2,3,2,0,0,0
2.01E+12,18,5,2,1,1,0,0,0
2.01E+12,18,2,2,0,2,0,0,0
2.01E+12,15,10,2,3,2,0,0,0
2.01E+12,13,71,0,0,1,0,6,45100
2.01E+12,13,72,1,0,2,0,6,72100
2.01E+12,5,35,0,0,1,40,1,100500
2.01E+12,1,34,1,0,2,60,6,51200
2.01E+12,6,8,2,3,2,0,0,0
2.01E+12,4,7,2,3,1,0,0,0
2.01E+12,4,5,2,0,1,0,0,0
2.01E+12,6,3,2,0,1,0,0,0
2.01E+12,7,1,2,0,1,0,0,0
2.01E+12,50,85,13,0,1,0,6,27600
2.01E+12,19,71,0,0,2,0,6,8400
2.01E+12,12,75,1,0,1,0,6,12500
2.01E+12,40,93,13,0,2,0,6,19600
2.01E+12,8,40,0,0,1,54,1,84000
2.01E+12,10,50,1,0,2,0,3,0
2.01E+12,8,15,2,5,2,0,0,0
2.01E+12,15,9,2,3,1,0,0,0
2.01E+12,16,45,0,0,2,20,1,29700
2.01E+12,17,48,1,0,1,50,1,70000
2.01E+12,43,11,2,4,2,0,0,0
2.01E+12,34,7,2,3,1,0,0,0
2.01E+12,21,54,0,0,2,40,1,96000
2.01E+12,16,35,2,0,1,40,1,51200
2.01E+12,19,58,9,0,1,40,1,33900
2.01E+12,26,21,14,6,2,10,1,700
2.01E+12,9,45,0,0,2,40,1,64300
2.01E+12,4,30,9,6,2,20,6,6400
2.01E+12,40,46,0,0,1,60,1,75000
2.01E+12,28,17,2,0,2,0,6,0
2.01E+12,28,15,2,5,2,0,0,0
2.01E+12,18,26,0,7,2,40,1,32200
2.01E+12,4,82,0,0,2,0,6,34200
2.01E+12,5,55,1,0,1,0,6,29400
2.01E+12,18,61,0,0,2,35,1,28000
2.01E+12,51,68,0,0,1,0,6,24500
2.01E+12,44,26,0,6,2,35,6,15000
2.01E+12,70,34,9,0,1,45,1,85000
2.01E+12,48,34,9,0,1,45,1,40000
2.01E+12,27,24,0,6,2,22,1,3000
2.01E+12,13,48,0,0,2,28,1,62000
2.01E+12,16,50,1,0,1,40,1,47000
2.01E+12,15,10,2,4,1,0,0,0
2.01E+12,29,66,0,0,1,0,6,32400
2.01E+12,30,65,1,0,2,0,6,32800
2.01E+12,22,25,0,6,2,20,1,20000
2.01E+12,18,67,0,0,1,0,6,75500
2.01E+12,20,60,1,0,2,0,6,0
2.01E+12,19,45,0,0,1,40,1,30000
2.01E+12,14,45,1,0,2,40,1,70000
2.01E+12,13,16,2,5,2,0,6,400
2.01E+12,15,82,6,0,2,0,6,3000
2.01E+12,8,36,0,0,1,40,1,61000
2.01E+12,4,34,1,0,2,25,1,16000
2.01E+12,13,5,2,2,2,0,0,0
2.01E+12,11,3,2,0,2,0,0,0
2.01E+12,12,48,0,0,2,40,1,46000
2.01E+12,11,46,3,0,2,40,1,37000
2.01E+12,2,32,0,6,2,33,1,21800
2.01E+12,4,36,1,0,1,32,1,3700
2.01E+12,5,9,2,3,1,0,0,0
2.01E+12,7,4,2,1,1,0,0,0
2.01E+12,16,55,0,0,2,40,1,23400
2.01E+12,15,53,1,0,1,0,6,8400
2.01E+12,24,69,0,0,1,0,6,36300
2.01E+12,15,48,8,0,2,0,6,7600
2.01E+12,16,58,0,0,1,40,1,16000
2.01E+12,17,43,0,0,1,40,3,36000
2.01E+12,15,43,1,0,2,40,1,20200
2.01E+12,12,17,2,5,2,0,6,0
2.01E+12,19,9,2,3,2,0,0,0
2.01E+12,19,6,2,3,2,0,0,0
2.01E+12,5,69,0,0,1,0,6,38000
2.01E+12,4,64,1,0,2,0,6,8400
2.01E+12,15,61,0,0,2,40,1,36000
2.01E+12,17,60,1,0,1,40,1,50000
2.01E+12,11,85,0,0,1,0,6,100600
2.01E+12,82,29,0,6,2,24,1,24000
2.01E+12,67,7,2,3,2,0,0,0
2.01E+12,76,6,2,2,1,0,0,0
2.01E+12,19,69,0,0,2,0,6,18300
2.01E+12,16,77,1,0,1,0,6,39100
2.01E+12,26,52,0,0,1,40,1,122000
2.01E+12,20,51,0,0,1,40,1,50000
2.01E+12,13,44,1,6,2,20,1,5000
2.01E+12,11,16,2,5,2,0,6,0
2.01E+12,19,14,2,4,1,0,0,0
2.01E+12,24,29,0,0,2,25,1,12000
2.01E+12,19,10,2,3,2,0,0,0
2.01E+12,57,52,0,0,1,60,1,115000
2.01E+12,19,34,1,0,2,0,6,0
2.01E+12,54,12,2,4,1,0,0,0
2.01E+12,54,10,2,4,1,0,0,0
2.01E+12,74,4,2,1,1,0,0,0
2.01E+12,36,26,0,0,1,0,6,12500
2.01E+12,66,23,10,0,2,28,1,6000
2.01E+12,5,51,0,0,1,40,1,60000
2.01E+12,4,45,1,0,2,40,3,5400
2.01E+12,5,15,2,5,1,0,0,0
2.01E+12,25,65,0,0,2,20,1,35900
2.01E+12,100,54,0,0,2,40,1,46000
2.01E+12,14,79,0,0,1,0,6,14500
2.01E+12,19,75,1,0,2,0,6,8600
2.01E+12,25,21,0,6,1,25,1,1500
2.01E+12,24,73,0,0,2,0,6,10600
2.01E+12,22,65,3,0,2,0,6,8000
2.01E+12,100,29,0,0,1,32,3,30800
2.01E+12,80,25,1,0,2,40,1,35700
2.01E+12,97,3,2,0,1,0,0,0
2.01E+12,62,21,7,0,2,40,1,13000
2.01E+12,14,20,0,0,2,13,6,5600
2.01E+12,19,0,2,0,2,0,0,0
2.01E+12,14,23,10,0,1,0,3,4600
2.01E+12,15,47,0,0,1,50,1,78100
2.01E+12,14,47,1,0,2,8,1,10600
2.01E+12,17,21,2,6,2,40,3,3400
2.01E+12,11,45,0,0,2,40,1,20040
2.01E+12,20,31,1,0,1,40,3,12000
2.01E+12,47,45,0,0,1,40,1,18000
2.01E+12,43,46,1,0,2,40,1,80000
2.01E+12,90,7,2,3,1,0,0,0
2.01E+12,5,55,0,0,1,60,1,47200
2.01E+12,6,53,1,0,2,40,1,33000
2.01E+12,8,60,0,0,1,0,6,15800
2.01E+12,8,55,1,0,2,0,6,15500
2.01E+12,11,30,2,0,1,40,3,19600
2.01E+12,13,29,2,0,1,40,1,19200
2.01E+12,14,18,14,6,2,5,1,3000
2.01E+12,26,18,14,6,1,5,6,300
2.01E+12,6,57,0,0,2,32,1,17000
2.01E+12,6,42,0,0,2,40,1,46000
2.01E+12,4,43,1,0,1,40,1,60000
2.01E+12,4,14,2,5,1,0,0,0
2.01E+12,5,14,2,5,1,0,0,0
2.01E+12,17,28,0,0,1,40,1,47500
2.01E+12,18,61,0,0,1,60,1,180000
2.01E+12,18,62,10,0,2,50,1,30000
2.01E+12,4,76,0,0,2,0,6,11200
2.01E+12,5,83,1,0,1,0,6,11100
2.01E+12,16,57,0,0,2,16,1,27300
2.01E+12,12,43,1,7,1,40,1,27150
2.01E+12,20,25,0,7,2,20,6,2700
2.01E+12,30,24,1,7,1,30,1,6300
2.01E+12,6,73,0,0,1,0,6,22300
2.01E+12,25,33,0,7,1,0,6,0
2.01E+12,9,33,1,7,2,15,1,9000
2.01E+12,31,5,2,2,1,0,0,0
2.01E+12,12,40,0,0,1,40,1,12000
2.01E+12,11,36,1,0,2,15,1,3600
2.01E+12,13,13,2,4,2,0,0,0
2.01E+12,26,48,0,0,1,40,1,80000
2.01E+12,20,49,1,0,2,40,1,30000
2.01E+12,46,22,2,0,1,40,1,20000
2.01E+12,5,53,0,0,1,42,1,56000
2.01E+12,5,50,1,0,2,32,1,18000
2.01E+12,22,61,0,0,1,52,1,101000
2.01E+12,22,59,1,0,2,30,1,10000
2.01E+12,38,23,2,6,1,15,1,7000
2.01E+12,33,21,2,6,2,8,1,2000
2.01E+12,27,51,0,0,1,40,1,25000
2.01E+12,17,47,1,0,2,40,1,15000
2.01E+12,19,55,0,0,2,0,6,3700
2.01E+12,26,68,0,0,2,0,6,24200
2.01E+12,26,70,1,0,1,0,6,12900
2.01E+12,16,53,0,0,1,50,1,132000
2.01E+12,16,53,1,0,2,0,6,2000
2.01E+12,28,22,2,0,1,0,3,100
2.01E+12,11,43,0,0,2,60,1,12000
2.01E+12,12,45,1,0,1,70,1,30000
2.01E+12,9,15,2,5,2,0,0,0
2.01E+12,15,62,0,0,1,40,6,36100
2.01E+12,15,56,1,0,2,80,1,32200
2.01E+12,53,63,0,0,2,35,1,44000
2.01E+12,59,62,1,0,1,0,6,18600
2.01E+12,21,36,0,0,2,40,1,33500
2.01E+12,6,33,9,0,2,47,1,45000
2.01E+12,13,47,0,0,1,0,6,9600
2.01E+12,22,69,0,0,1,0,6,70000
2.01E+12,23,67,1,0,2,0,6,48500
2.01E+12,23,21,0,6,1,40,6,4000
2.01E+12,4,58,0,0,2,0,6,0
2.01E+12,5,57,1,0,1,48,1,35000
2.01E+12,3,78,4,0,2,0,6,22400
2.01E+12,12,32,0,0,2,0,6,9600
2.01E+12,9,2,2,0,1,0,0,0
2.01E+12,45,44,0,0,2,40,1,27000
2.01E+12,35,12,2,4,1,0,0,0
2.01E+12,22,47,10,0,1,40,1,75000
2.01E+12,14,75,0,0,2,10,6,8550
2.01E+12,10,77,1,0,1,0,6,56000
2.01E+12,12,30,0,0,2,40,1,51200
2.01E+12,30,31,1,0,1,40,1,51000
2.01E+12,8,19,0,6,1,40,6,1504
2.01E+12,9,59,0,0,2,40,1,61000
2.01E+12,12,53,10,0,2,8,6,2250
2.01E+12,44,80,0,0,2,0,6,22000
2.01E+12,45,82,1,0,1,0,6,22000
2.01E+12,24,54,0,0,2,40,3,32000
2.01E+12,22,54,1,0,1,40,1,44000
2.01E+12,18,13,2,4,2,0,0,0
2.01E+12,25,45,0,0,1,50,1,38000
2.01E+12,14,72,0,0,1,0,6,78000
2.01E+12,16,71,1,0,2,0,6,11500
2.01E+12,12,34,13,0,1,50,6,6000
2.01E+12,48,26,0,7,1,30,1,15000
2.01E+12,25,26,10,0,2,40,1,39000
2.01E+12,51,57,0,7,2,6,1,39000
2.01E+12,27,19,14,6,1,25,6,3200
2.01E+12,25,22,0,0,1,50,1,45000
2.01E+12,5,70,0,0,1,12,1,25700
2.01E+12,5,64,1,0,2,43,1,42600
2.01E+12,26,65,0,0,2,25,1,23000
2.01E+12,13,56,0,0,2,40,1,18010
2.01E+12,6,78,0,0,1,30,6,18000
2.01E+12,9,76,1,0,2,40,1,4700
2.01E+12,16,61,0,0,1,46,3,72000
2.01E+12,21,50,1,0,2,40,1,25500
2.01E+12,15,24,2,0,2,40,3,15400
2.01E+12,31,21,14,6,1,3,6,300
2.01E+12,20,61,0,0,1,4,1,24500
2.01E+12,19,58,1,0,2,3,1,20100
2.01E+12,26,19,14,6,1,40,6,2000
2.01E+12,5,44,0,0,1,47,1,46000
2.01E+12,7,53,1,0,2,40,1,30500
2.01E+12,61,43,0,0,1,50,1,10000
2.01E+12,38,35,1,0,2,0,6,0
2.01E+12,45,4,2,0,1,0,0,0
2.01E+12,45,2,2,0,1,0,0,0
2.01E+12,13,66,0,0,1,0,6,17200
2.01E+12,13,64,1,0,2,4,1,18200
2.01E+12,23,20,0,6,1,30,6,1700
2.01E+12,13,80,0,0,1,0,6,15600
2.01E+12,14,77,1,0,2,0,6,4800
2.01E+12,25,70,0,0,2,0,6,19000
2.01E+12,13,82,0,0,1,0,6,54000
2.01E+12,14,81,1,0,2,0,6,26100
2.01E+12,43,40,0,0,1,45,3,32500
2.01E+12,38,40,1,0,2,40,1,58000
2.01E+12,71,1,2,0,1,0,0,0
2.01E+12,13,82,0,0,1,0,6,10200
2.01E+12,18,70,1,0,2,0,6,4800
2.01E+12,36,62,0,0,1,40,6,20900
2.01E+12,12,27,0,0,2,0,6,0
2.01E+12,15,29,1,0,1,32,1,37000
2.01E+12,11,6,2,3,1,0,0,0
2.01E+12,11,5,2,2,1,0,0,0
2.01E+12,14,1,2,0,1,0,0,0
2.01E+12,30,90,0,0,1,0,6,18040
2.01E+12,31,87,1,0,2,0,6,5000
2.01E+12,6,68,0,0,1,0,6,40900
2.01E+12,6,67,1,0,2,0,6,14600
2.01E+12,10,78,0,0,1,4,1,30880
2.01E+12,14,75,1,0,2,0,6,16900
2.01E+12,18,56,0,0,2,50,6,130000
2.01E+12,20,56,1,0,1,0,6,53000
2.01E+12,12,16,12,5,2,0,6,0
2.01E+12,18,38,0,0,1,45,1,60000
2.01E+12,14,47,1,0,2,0,6,0
2.01E+12,19,23,2,0,2,16,3,4900
2.01E+12,19,20,2,0,1,40,1,21200
2.01E+12,24,18,2,6,2,20,1,9300
2.01E+12,6,35,0,0,2,36,1,20300
2.01E+12,13,36,1,0,1,40,1,20000
2.01E+12,6,15,2,5,1,0,0,0
2.01E+12,10,12,2,4,1,0,0,0
2.01E+12,10,7,2,3,1,0,0,0
2.01E+12,14,51,0,0,1,40,1,56000
2.01E+12,15,57,1,0,2,20,1,69000
2.01E+12,10,16,2,5,1,0,6,0
2.01E+12,12,13,2,4,1,0,0,0
2.01E+12,13,66,0,0,1,0,6,22600
2.01E+12,18,54,0,0,1,0,6,61800
2.01E+12,19,52,1,0,2,0,6,28000
2.01E+12,6,32,0,0,1,65,1,71000
2.01E+12,8,32,1,0,2,25,1,18000
2.01E+12,6,7,2,3,1,0,0,0
2.01E+12,7,4,2,1,1,0,0,0
2.01E+12,6,69,0,0,1,0,6,75300
2.01E+12,17,68,1,0,2,3,1,58560
2.01E+12,20,66,0,0,1,0,6,23600
2.01E+12,20,65,1,0,2,0,6,6800
2.01E+12,16,47,2,0,1,40,3,24000
2.01E+12,11,28,0,7,1,50,1,22000
2.01E+12,11,93,0,0,1,0,6,17700
2.01E+12,10,82,1,0,2,0,6,10600
2.01E+12,11,40,0,0,1,70,1,62000
2.01E+12,11,37,1,0,2,40,1,40000
2.01E+12,13,8,2,3,2,0,0,0
2.01E+12,19,4,2,1,1,0,0,0
2.01E+12,19,0,2,0,1,0,0,0
2.01E+12,19,0,2,0,1,0,0,0
2.01E+12,17,50,0,0,1,40,1,70000
2.01E+12,18,50,1,0,2,20,1,5000
2.01E+12,12,20,2,0,1,0,3,8100
2.01E+12,10,60,0,0,1,37,1,19000
2.01E+12,10,59,1,0,2,40,1,92000
2.01E+12,6,31,2,0,1,35,1,17000
2.01E+12,13,53,0,0,2,33,1,41000
2.01E+12,13,58,1,0,1,50,1,45000
2.01E+12,9,15,2,5,1,0,0,650
2.01E+12,13,46,13,0,1,40,6,13000
2.01E+12,31,23,0,7,2,30,1,8600
2.01E+12,23,26,9,7,2,47,1,14000
2.01E+12,23,25,9,7,2,47,1,60000
2.01E+12,33,23,12,7,1,50,1,11600
2.01E+12,9,84,0,0,1,0,6,17400
2.01E+12,7,67,0,0,1,40,1,139900
2.01E+12,8,60,1,0,2,30,1,12600
2.01E+12,25,23,2,6,1,12,1,6200
2.01E+12,18,56,0,0,2,0,6,7900
2.01E+12,12,25,0,7,1,55,1,12000
2.01E+12,25,24,9,7,1,50,1,9000
2.01E+12,25,23,0,0,2,45,1,20000
2.01E+12,23,62,0,0,2,0,6,173100
2.01E+12,26,64,1,0,1,0,6,175000
2.01E+12,14,40,0,0,2,37,1,18400
2.01E+12,16,45,1,0,1,70,1,60000
2.01E+12,4,35,0,0,1,40,1,63000
2.01E+12,2,31,1,6,2,8,1,1500
2.01E+12,5,12,2,4,1,0,0,0
2.01E+12,5,10,2,3,1,0,0,0
2.01E+12,5,6,2,3,1,0,0,0
2.01E+12,55,64,0,0,1,60,1,60000
2.01E+12,38,17,5,5,1,0,6,0
2.01E+12,5,67,0,0,1,0,6,24500
2.01E+12,6,68,1,0,2,0,6,8000
2.01E+12,10,66,0,0,1,40,1,76100
2.01E+12,14,61,1,0,2,43,1,140000
2.01E+12,11,86,6,0,2,0,6,24730
2.01E+12,10,67,0,0,1,0,6,53300
2.01E+12,5,62,0,0,2,24,1,13400
2.01E+12,5,59,9,0,1,40,1,37900
2.01E+12,5,68,0,0,2,0,6,4300
2.01E+12,18,33,0,0,1,40,1,28000
2.01E+12,26,30,1,0,2,32,1,26000
2.01E+12,16,6,2,2,1,0,0,0
2.01E+12,14,6,2,0,2,0,0,0
2.01E+12,6,52,0,0,2,55,1,59000
2.01E+12,5,51,1,0,1,70,1,60000
2.01E+12,4,17,2,5,2,20,1,500
2.01E+12,5,63,0,0,1,22,1,88200
2.01E+12,5,60,1,0,2,0,6,0
2.01E+12,17,37,0,0,1,10,1,2104
2.01E+12,23,29,1,0,2,0,6,0
2.01E+12,23,1,2,0,2,0,0,0
2.01E+12,10,48,0,0,1,34,1,30000
2.01E+12,14,50,1,0,2,40,1,25000
2.01E+12,25,66,0,0,1,20,1,20100
2.01E+12,27,14,7,4,1,0,0,0
2.01E+12,15,48,0,0,2,65,1,28000
2.01E+12,18,45,1,0,1,65,1,60000
2.01E+12,13,15,2,5,2,0,0,0
2.01E+12,18,67,0,0,1,0,6,15000
2.01E+12,19,65,1,0,2,0,6,29000
2.01E+12,6,55,0,0,1,38,1,23000
2.01E+12,15,86,0,0,2,0,6,14900
2.01E+12,13,56,0,0,1,40,2,37500
2.01E+12,8,39,0,0,2,0,6,0
2.01E+12,8,47,1,6,1,0,6,5500
2.01E+12,9,13,2,4,2,0,0,0
2.01E+12,9,10,2,3,2,0,0,0
2.01E+12,11,2,2,0,2,0,0,0
2.01E+12,15,48,0,0,2,0,3,10000
2.01E+12,8,21,2,6,1,0,3,3600
2.01E+12,74,23,0,6,1,70,4,29700
2.01E+12,19,50,0,0,2,40,1,30000
2.01E+12,16,25,2,0,1,35,1,12400
2.01E+12,30,22,2,0,2,29,1,2800
2.01E+12,44,1,5,0,2,0,0,0
2.01E+12,37,45,0,6,2,0,6,29900
2.01E+12,34,15,2,5,2,0,0,0
2.01E+12,60,12,2,4,2,0,0,0
2.01E+12,50,4,2,1,2,0,0,0
2.01E+12,16,60,0,0,1,50,1,40000
2.01E+12,16,60,1,0,2,30,1,22000
2.01E+12,10,41,0,0,1,40,1,80000
2.01E+12,14,38,1,0,2,31,1,18000
2.01E+12,11,13,2,4,1,0,0,0
2.01E+12,11,11,2,4,1,0,0,0
2.01E+12,44,36,0,6,2,60,1,30000
2.01E+12,64,18,2,5,2,10,1,1500
2.01E+12,55,13,2,4,2,0,0,0
2.01E+12,17,51,0,0,2,30,1,31500
2.01E+12,17,16,2,5,2,0,6,0
2.01E+12,11,55,8,0,2,17,1,7300
2.01E+12,31,30,0,0,2,0,6,0
2.01E+12,19,0,2,0,2,0,0,0
2.01E+12,22,38,10,0,1,40,1,29000
2.01E+12,6,63,0,0,1,0,6,14900
2.01E+12,4,56,1,0,2,34,1,16270
